 5370  0.00436
 4056  0.00342
 5615  0.0045
 2213  0.00206
 4586  0.00403
 3550  0.00304
 3841  0.00345
 10240  0.00691
 2743  0.00247
 4459  0.00382
 1498  0.00144
 1789  0.00179
 2803  0.00251
 123  0.00013
 2045  0.0022
 2001  0.00202
 6954  0.00559
 4187  0.00354
 2344  0.00242
 3656  0.00332
 4463  0.00343
 4710  0.004
 5158  0.00406
 1963  0.00198
 5328  0.00432
 3866  0.00334
 5725  0.0043
 4272  0.00353
 4442  0.00353
 1516  0.00154
 3419  0.00286
 3785  0.00336
 335  0.00032
 5353  0.00419
 3488  0.00321
 5748  0.00455
 1585  0.00134
 4606  0.00399
 5918  0.00429
 3444  0.00309
 6004  0.00468
 3905  0.00356
 1861  0.00148
 2913  0.00256
 7599  0.00549
 6137  0.00465
 4949  0.00415
 3132  0.00306
 4087  0.00368
 2616  0.00239
 4654  0.00394
 5311  0.00437
 6623  0.00492
 4467  0.00368
 5565  0.00416
 5521  0.00448
 4313  0.00374
 6075  0.00446
 2558  0.00237
 7052  0.00509
 3028  0.00267
 5901  0.00475
 1672  0.00174
 3240  0.00298
 2797  0.00274
 952  0.0009
 4552  0.00354
 4045  0.00335
 4299  0.0037
 6411  0.00467
 1589  0.00152
 906  0.00067
 5924  0.00465
 6835  0.00513
 3217  0.00266
 6604  0.00514
 4494  0.00379
 3978  0.00356
 2329  0.00201
 4450  0.00375
 4448  0.00359
 6964  0.0052
 2799  0.00242
 2541  0.0024
 1948  0.00177
 3302  0.003
 3516  0.00326
 1547  0.00151
 2167  0.00203
 977  0.00097
 4427  0.00406
 6081  0.00465
 5631  0.0044
 8339  0.00584
 5995  0.00475
 896  0.00079
 3475  0.00296
 7497  0.00553
 1169  0.00124
 6862  0.00519
 2840  0.00241
 4743  0.00398
 4199  0.00386
 7773  0.00541
 2146  0.00201
 3749  0.0033
 2900  0.00268
 5103  0.00403
 3520  0.00285
 3670  0.00303
 2206  0.00205
 5714  0.0044
 4074  0.00347
 4321  0.00354
 3082  0.00278
 4030  0.0035
 8407  0.00578
 4498  0.0037
 2379  0.00236
 4959  0.00399
 7411  0.00518
 5001  0.00402
 4514  0.00369
 3059  0.00291
 8179  0.00557
 1740  0.00145
 5070  0.00417
 6016  0.0049
 4984  0.00393
 7293  0.00535
 3776  0.00329
 5174  0.00424
 6195  0.00477
 3225  0.00287
 2570  0.00241
 6149  0.00487
 3986  0.00323
 3329  0.00593
 1426  0.00129
 4286  0.0037
 5598  0.00404
 6546  0.00501
 2844  0.00233
 1391  0.00151
 4099  0.00354
 4412  0.00387
 6421  0.00475
 1742  0.00159
 268  0.00019
 2697  0.0024
 2256  0.00207
 3460  0.003
 3017  0.00284
 3524  0.00282
 4622  0.00394
 1509  0.00145
 4369  0.00379
 1511  0.00148
 7502  0.00557
 6444  0.00473
 6548  0.00481
 6400  0.00479
 6868  0.0051
 2491  0.00248
 4394  0.00379
 4057  0.00359
 3757  0.00311
 2595  0.00236
 5325  0.00401
 6423  0.00495
 6342  0.00477
 3125  0.00263
 2283  0.00226
 5350  0.00462
 2744  0.0026
 8164  0.0059
 1181  0.00116
 6319  0.00483
 2954  0.0026
 3528  0.003
 3173  0.00282
 6157  0.00466
 1330  0.00125
 1771  0.00181
 4190  0.00334
 5269  0.00431
 2495  0.00229
 0  0
 1287  0.00126
 2769  0.00257
 4674  0.00379
 4487  0.00363
 4628  0.00391
 7047  0.0054
 3281  0.0029
 6703  0.00482
 4443  0.00348
 5250  0.00433
 3927  0.00336
 5138  0.00419
 3339  0.00286
 5460  0.00402
 5751  0.00438
 5601  0.00454
 4757  0.0042
 3445  0.00304
 4206  0.0067
 972  0.00074
 1141  0.00182
 3765  0.00325
 5013  0.00396
 2453  0.00236
 2052  0.00219
 4817  0.00781
 2006  0.00184
 3177  0.00281
 3318  0.00275
 6244  0.00443
 4952  0.00383
 4549  0.00367
 4699  0.00386
 1731  0.0013
 4000  0.00359
 3557  0.00304
 2245  0.00224
 7579  0.00575
 3513  0.00299
 4254  0.0071
 4210  0.00343
 1820  0.00162
 5121  0.00409
 5485  0.00458
 3977  0.00341
 3472  0.00322
 5695  0.00424
 4597  0.00377
 2077  0.00369
 5819  0.0046
 5100  0.00402
 4613  0.00396
 3158  0.00259
 7830  0.00572
 2122  0.00207
 3979  0.00347
 8367  0.00565
 5800  0.00415
 2012  0.00176
 5503  0.00431
 4846  0.00392
 6778  0.00508
 4981  0.00384
 4474  0.00402
 7795  0.00565
 4719  0.00402
 3877  0.00334
 2058  0.00182
 3185  0.00281
 5736  0.00455
 5699  0.00452
 6462  0.00473
 5761  0.00462
 4513  0.00396
 2864  0.00254
 2648  0.0025
 1402  0.00138
 1151  0.0011
 3411  0.00278
 3374  0.0032
 6084  0.00459
 6902  0.00498
 2486  0.00211
 2843  0.00249
 6464  0.00437
 6418  0.00474
 7225  0.00544
 5241  0.00423
 7144  0.00546
 6487  0.00507
 1153  0.00088
 8412  0.00569
 1427  0.00152
 2741  0.00256
 3987  0.00355
 2384  0.00217
 3041  0.00262
 2891  0.00281
 3943  0.00339
 7458  0.00559
