 5370  0.00462
 4056  0.00301
 5615  0.00526
 2213  0.00071
 4586  0.0027
 3550  0.00188
 3841  0.00229
 10240  0.0167
 2743  0.00062
 4459  0.00298
 1498  0.00036
 1789  0.00025
 2803  0.00075
 123  2e-05
 2045  0.00051
 2001  0.00052
 6954  0.0083
 4187  0.00281
 2344  0.00065
 3656  0.00158
 4463  0.00342
 4710  0.00442
 5158  0.0053
 1963  0.00039
 5328  0.00402
 3866  0.00194
 5725  0.00502
 4272  0.00275
 4442  0.00169
 1516  0.00022
 3419  0.00103
 3785  0.00116
 335  2e-05
 5353  0.00494
 3488  0.0013
 5748  0.00574
 1585  0.00026
 4606  0.00239
 5918  0.00508
 3444  0.00166
 6004  0.00596
 3905  0.00243
 1861  0.00034
 2913  0.00163
 7599  0.00983
 6137  0.0068
 4949  0.00308
 3132  0.00125
 4087  0.00194
 2616  0.00054
 4654  0.00335
 5311  0.00373
 6623  0.00925
 4467  0.00304
 5565  0.00486
 5521  0.00517
 4313  0.00325
 6075  0.00716
 2558  0.00109
 7052  0.00919
 3028  0.00084
 5901  0.00511
 1672  0.00037
 3240  0.00076
 2797  0.00091
 952  0.00017
 4552  0.00325
 4045  0.00315
 4299  0.00323
 6411  0.00788
 1589  0.00034
 906  0.00014
 5924  0.00575
 6835  0.00742
 3217  0.00173
 6604  0.0087
 4494  0.00259
 3978  0.0017
 2329  0.00044
 4450  0.0029
 4448  0.0033
 6964  0.00672
 2799  0.00125
 2541  0.00087
 1948  0.00068
 3302  0.00144
 3516  0.00228
 1547  0.00045
 2167  0.00054
 977  0.00013
 4427  0.00343
 6081  0.0068
 5631  0.00508
 8339  0.01241
 5995  0.00646
 896  0.00019
 3475  0.00169
 7497  0.00921
 1169  0.00034
 6862  0.00842
 2840  0.00108
 4743  0.00343
 4199  0.00275
 7773  0.01031
 2146  0.00034
 3749  0.00254
 2900  0.00129
 5103  0.00473
 3520  0.002
 3670  0.00226
 2206  0.0006
 5714  0.00538
 4074  0.00252
 4321  0.00276
 3082  0.00158
 4030  0.00209
 8407  0.01295
 4498  0.00303
 2379  0.00064
 4959  0.00494
 7411  0.00961
 5001  0.00316
 4514  0.00232
 3059  0.00095
 8179  0.01189
 1740  0.00038
 5070  0.00416
 6016  0.00524
 4984  0.00352
 7293  0.00929
 3776  0.002
 5174  0.00438
 6195  0.00595
 3225  0.0008
 2570  0.00119
 6149  0.00715
 3986  0.00242
 3329  0.00315
 1426  0.00035
 4286  0.00248
 5598  0.00447
 6546  0.00782
 2844  0.00085
 1391  0.00011
 4099  0.0027
 4412  0.00354
 6421  0.00731
 1742  0.00048
 268  6e-05
 2697  0.00079
 2256  0.00043
 3460  0.00202
 3017  0.0021
 3524  0.00169
 4622  0.00207
 1509  0.00032
 4369  0.00399
 1511  0.0002
 7502  0.00951
 6444  0.00827
 6548  0.00769
 6400  0.00721
 6868  0.00784
 2491  0.00106
 4394  0.00297
 4057  0.00221
 3757  0.00151
 2595  0.00071
 5325  0.0046
 6423  0.00765
 6342  0.00696
 3125  0.00117
 2283  0.00061
 5350  0.00519
 2744  0.00077
 8164  0.01089
 1181  0.0003
 6319  0.00723
 2954  0.00124
 3528  0.00205
 3173  0.00137
 6157  0.0073
 1330  0.0003
 1771  0.00032
 4190  0.0023
 5269  0.00496
 2495  0.00063
 0  0
 1287  0.00029
 2769  0.00089
 4674  0.00427
 4487  0.0023
 4628  0.00344
 7047  0.009
 3281  0.00174
 6703  0.0077
 4443  0.00137
 5250  0.00485
 3927  0.0019
 5138  0.00392
 3339  0.00164
 5460  0.00502
 5751  0.00547
 5601  0.00578
 4757  0.00391
 3445  0.00142
 4206  0.00532
 972  0.00013
 1141  0.00051
 3765  0.0016
 5013  0.00437
 2453  0.00058
 2052  0.00045
 4817  0.00732
 2006  0.0003
 3177  0.00137
 3318  0.00186
 6244  0.00718
 4952  0.00485
 4549  0.00352
 4699  0.0046
 1731  0.00031
 4000  0.00294
 3557  0.00155
 2245  0.00081
 7579  0.00987
 3513  0.00202
 4254  0.00556
 4210  0.00274
 1820  0.00042
 5121  0.0052
 5485  0.0049
 3977  0.00215
 3472  0.00137
 5695  0.00482
 4597  0.00336
 2077  0.00124
 5819  0.00442
 5100  0.00524
 4613  0.00294
 3158  0.00132
 7830  0.01138
 2122  0.00068
 3979  0.00308
 8367  0.01131
 5800  0.00646
 2012  0.00061
 5503  0.00379
 4846  0.00363
 6778  0.00742
 4981  0.00451
 4474  0.00263
 7795  0.01185
 4719  0.00357
 3877  0.00253
 2058  0.00052
 3185  0.00097
 5736  0.00619
 5699  0.00633
 6462  0.00771
 5761  0.00525
 4513  0.00332
 2864  0.00088
 2648  0.00097
 1402  0.0002
 1151  0.00019
 3411  0.00176
 3374  0.0013
 6084  0.00654
 6902  0.00843
 2486  0.00107
 2843  0.00127
 6464  0.00644
 6418  0.0078
 7225  0.00926
 5241  0.00409
 7144  0.01009
 6487  0.00741
 1153  0.00019
 8412  0.01181
 1427  0.0003
 2741  0.00099
 3987  0.00254
 2384  0.00059
 3041  0.00128
 2891  0.00142
 3943  0.00171
 7458  0.01007
