0.00437731 0.00486381
0.00330622 0.00276505
0.00457702 0.00555145
0.00180391 0.000605444
0.00373824 0.00387801
0.00289375 0.00200383
0.00313096 0.00257011
0.00834705 0.0146487
0.00223593 0.00114235
0.00363472 0.00342426
0.00122108 0.000246168
0.00145829 0.000364447
0.00228484 0.00128759
0.000100262 9.28044e-08
0.00166697 0.000754384
0.0016311 0.000603214
0.0056685 0.00826375
0.003413 0.00296729
0.00191069 0.000912586
0.00298016 0.0024761
0.00363798 0.00305182
0.00383932 0.00404011
0.0042045 0.00450548
0.00160012 0.00054972
0.00434308 0.00474
0.00315134 0.00251092
0.00466669 0.00514054
0.00348229 0.00298329
0.00362086 0.00332545
0.00123576 0.000237384
0.00278697 0.00182855
0.00308531 0.00250996
0.000273073 1.5618e-06
0.00436346 0.00468915
0.00284322 0.00212081
0.00468544 0.00564329
0.001292 0.000254623
0.00375454 0.0037594
0.00482401 0.00550223
0.00280735 0.00204928
0.00489411 0.00608741
0.00318313 0.00295161
0.00151698 0.000321899
0.00237451 0.00128065
0.00619426 0.0090896
0.00500253 0.00606705
0.00403414 0.00429215
0.00255302 0.00198485
0.00333149 0.0029162
0.00213241 0.00107056
0.00379367 0.00384162
0.00432922 0.00476087
0.00539869 0.00685156
0.00364124 0.00310285
0.00453627 0.00469392
0.0045004 0.00528488
0.00351571 0.00322259
0.00495199 0.00607256
0.00208513 0.00101302
0.00574838 0.00760582
0.00246825 0.00145387
0.00481015 0.00613297
0.00136292 0.000390905
0.00264106 0.0018427
0.00227995 0.0014501
0.000776015 4.70891e-05
0.00371053 0.00325362
0.00329725 0.00267317
0.0035043 0.00330384
0.00522588 0.00625546
0.00129526 0.000272966
0.000738519 2.21061e-05
0.0048289 0.00588956
0.0055715 0.00737652
0.00262231 0.00146519
0.0053832 0.00768725
0.00366325 0.00340009
0.00324264 0.00302972
0.00189847 0.000713335
0.00362738 0.00340166
0.00362575 0.003135
0.00567665 0.00802725
0.00228158 0.00113194
0.00207128 0.000993814
0.0015879 0.000447752
0.0026916 0.00190463
0.00286604 0.00224992
0.00126102 0.000272017
0.00176641 0.000713192
0.000796394 4.27704e-05
0.00360863 0.00385972
0.00495688 0.00580075
0.00459007 0.00558074
0.00679747 0.0100546
0.00488678 0.00625495
0.000730367 3.44744e-05
0.00283262 0.0018938
0.00611112 0.00919704
0.000952901 0.000126614
0.0055935 0.00762403
0.002315 0.00125923
0.00386622 0.00387225
0.00342278 0.00344724
0.0063361 0.00888197
0.00174929 0.000627538
0.00305597 0.00243881
0.00236391 0.00133738
0.00415967 0.00442692
0.0028693 0.00174979
0.00299157 0.00214419
0.0017982 0.000652895
0.00465772 0.0050472
0.00332089 0.0028686
0.00352223 0.0029877
0.00251227 0.00163177
0.00328502 0.00272575
0.0068529 0.0103029
0.00366651 0.00337702
0.00193922 0.0009785
0.00404229 0.00416585
0.00604102 0.00842982
0.00407653 0.00435831
0.00367955 0.00347782
0.00249352 0.00168221
0.00666705 0.00949269
0.00141835 0.000258125
0.00413277 0.00437143
0.00490389 0.00613299
0.00406267 0.00396173
0.00594483 0.00857924
0.00307798 0.00239792
0.00421755 0.00467018
0.00504981 0.00636778
0.00262883 0.00181584
0.00209492 0.0010036
0.00501231 0.00645781
0.00324916 0.00258956
0.00271361 0.0039616
0.00116239 0.000150978
0.0034937 0.00308248
0.00456317 0.00460607
0.00533592 0.00697631
0.00231826 0.00108828
0.00113386 0.000254828
0.00334127 0.00293565
0.00359641 0.00339974
0.00523403 0.00638092
0.00141998 0.000336683
0.000218458 3.31157e-07
0.00219844 0.00117211
0.00183896 0.000701008
0.00282039 0.00208397
0.00245928 0.00164833
0.00287256 0.00189683
0.00376759 0.00379476
0.00123005 0.000258011
0.00356136 0.00364644
0.00123168 0.000216909
0.0061152 0.00917499
0.00525278 0.00669413
0.00533755 0.00658599
0.00521691 0.00656094
0.0055984 0.0076251
0.00203052 0.000982715
0.00358173 0.00347984
0.00330703 0.0029249
0.00306249 0.00233851
0.00211529 0.00104435
0.00434063 0.00437298
0.00523566 0.00722256
0.00516963 0.00673099
0.00254732 0.00137538
0.00186097 0.000800321
0.00436101 0.00536504
0.00223675 0.00118594
0.00665482 0.0104153
0.000962683 9.27797e-05
0.00515088 0.00633932
0.00240793 0.00133912
0.00287582 0.00203187
0.00258645 0.00161671
0.00501883 0.00623209
0.00108414 0.000137804
0.00144362 0.000435411
0.00341545 0.00269581
0.00429498 0.00490661
0.00203378 0.000871613
0 0
0.00104909 0.000141297
0.00225713 0.00135678
0.00380997 0.00363242
0.00365754 0.00365741
0.00377248 0.00370341
