 5370  0.00405
 4056  0.0024
 5615  0.0053
 2213  0.0011
 4586  0.0033
 3550  0.0021
 3841  0.00275
 10240  0.0095
 2743  0.0018
 4459  0.0043
 1498  0.0007
 1789  0.001
 2803  0.00225
 123  0.0001
 2045  0.00195
 2001  0.00095
 6954  0.00625
 4187  0.0035
 2344  0.00155
 3656  0.00345
 4463  0.0032
 4710  0.00315
 5158  0.00315
 1963  0.00115
 5328  0.0049
 3866  0.0032
 5725  0.00545
 4272  0.00355
 4442  0.0032
 1516  0.0009
 3419  0.0028
 3785  0.00265
 335  0
 5353  0.00545
 3488  0.0022
 5748  0.00505
 1585  0.00115
 4606  0.00385
 5918  0.0045
 3444  0.00215
 6004  0.006
 3905  0.0031
 1861  0.00085
 2913  0.0026
 7599  0.0061
 6137  0.00515
 4949  0.00425
 3132  0.00255
 4087  0.0022
 2616  0.00235
 4654  0.004
 5311  0.0056
 6623  0.005
 4467  0.00395
 5565  0.0057
 5521  0.00445
 4313  0.004
 6075  0.00525
 2558  0.00175
 7052  0.0058
 3028  0.0021
 5901  0.0045
 1672  0.00075
 3240  0.00225
 2797  0.0019
 952  0.0005
 4552  0.0037
 4045  0.0032
 4299  0.00415
 6411  0.0053
 1589  0.00145
 906  0.00035
 5924  0.00645
 6835  0.00635
 3217  0.0025
 6604  0.0069
 4494  0.0035
 3978  0.00235
 2329  0.0018
 4450  0.00325
 4448  0.0037
 6964  0.006
 2799  0.0013
 2541  0.0014
 1948  0.00105
 3302  0.00225
 3516  0.0021
 1547  0.00065
 2167  0.00145
 977  0.00085
 4427  0.0037
 6081  0.005
 5631  0.0049
 8339  0.00815
 5995  0.00485
 896  0.00035
 3475  0.00285
 7497  0.0063
 1169  0.00065
 6862  0.0054
 2840  0.00275
 4743  0.0036
 4199  0.004
 7773  0.0065
 2146  0.0015
 3749  0.003
 2900  0.00205
 5103  0.0033
 3520  0.00255
 3670  0.00255
 2206  0.0009
 5714  0.0052
 4074  0.00445
 4321  0.00385
 3082  0.0017
 4030  0.0026
 8407  0.0084
 4498  0.0041
 2379  0.0012
 4959  0.00435
 7411  0.00685
 5001  0.0043
 4514  0.00345
 3059  0.0015
 8179  0.00785
 1740  0.0013
 5070  0.0038
 6016  0.0057
 4984  0.0052
 7293  0.0077
 3776  0.00255
 5174  0.00395
 6195  0.0055
 3225  0.00215
 2570  0.0025
 6149  0.0058
 3986  0.0032
 3329  0.00595
 1426  0.0009
 4286  0.00315
 5598  0.005
 6546  0.0062
 2844  0.0016
 1391  0.00055
 4099  0.00395
 4412  0.0034
 6421  0.007
 1742  0.001
 268  0.0001
 2697  0.0024
 2256  0.00135
 3460  0.00245
 3017  0.0022
 3524  0.00305
 4622  0.0039
 1509  0.00115
 4369  0.00325
 1511  0.0011
 7502  0.00615
 6444  0.00435
 6548  0.00635
 6400  0.00595
 6868  0.0058
 2491  0.0018
 4394  0.0033
 4057  0.00295
 3757  0.0035
 2595  0.0018
 5325  0.00295
 6423  0.0053
 6342  0.00625
 3125  0.0029
 2283  0.00095
 5350  0.0046
 2744  0.0015
 8164  0.00755
 1181  0.0009
 6319  0.00545
 2954  0.00225
 3528  0.0032
 3173  0.00145
 6157  0.00505
 1330  0.00075
 1771  0.0011
 4190  0.0034
 5269  0.00485
 2495  0.00175
 0  0
 1287  0.00055
 2769  0.0014
 4674  0.0037
 4487  0.00365
 4628  0.00315
 7047  0.0049
 3281  0.00205
 6703  0.006
 4443  0.00445
 5250  0.0053
 3927  0.00285
 5138  0.0043
 3339  0.00225
 5460  0.00455
 5751  0.00485
 5601  0.00555
 4757  0.00325
 3445  0.0023
 4206  0.00515
 972  0.0003
 1141  0.00045
 3765  0.00205
 5013  0.0045
 2453  0.00155
 2052  0.0013
 4817  0.0072
 2006  0.0007
 3177  0.002
 3318  0.00235
 6244  0.00585
 4952  0.00385
 4549  0.0042
 4699  0.005
 1731  0.0008
 4000  0.0027
 3557  0.00275
 2245  0.00125
 7579  0.0066
 3513  0.00245
 4254  0.0064
 4210  0.00315
 1820  0.0011
 5121  0.0049
 5485  0.00445
 3977  0.00235
 3472  0.00285
 5695  0.00485
 4597  0.004
 2077  0.0024
 5819  0.00495
 5100  0.00465
 4613  0.0043
 3158  0.00215
 7830  0.00685
 2122  0.00135
 3979  0.0033
 8367  0.0087
 5800  0.0056
 2012  0.00135
 5503  0.00435
 4846  0.00385
 6778  0.0065
 4981  0.00435
 4474  0.004
 7795  0.0067
 4719  0.00425
 3877  0.00355
 2058  0.00095
 3185  0.0021
 5736  0.00515
 5699  0.0052
 6462  0.00375
 5761  0.00515
 4513  0.0049
 2864  0.0021
 2648  0.00165
 1402  0.00065
 1151  0.00055
 3411  0.00315
 3374  0.00275
 6084  0.0048
 6902  0.007
 2486  0.0021
 2843  0.00195
 6464  0.00545
 6418  0.00705
 7225  0.00645
 5241  0.004
 7144  0.0065
 6487  0.0061
 1153  0.00085
 8412  0.0074
 1427  0.0005
 2741  0.002
 3987  0.00355
 2384  0.0019
 3041  0.0026
 2891  0.0018
 3943  0.0035
 7458  0.00885
